round,player_move,ai_move,winner
79561,3.0,3,Draw
79562,1.0,3,Player
79563,3.0,3,Draw
79564,3.0,3,Draw
79565,3.0,3,Draw
79566,2.0,1,Player
79567,2.0,1,Player
79568,1.0,2,AI
79569,2.0,3,AI
79570,2.0,2,Draw
79571,2.0,3,AI
79572,1.0,1,Draw
79573,3.0,1,AI
79574,3.0,1,AI
79575,1.0,2,AI
79576,3.0,2,Player
79577,2.0,1,Player
79578,2.0,1,Player
79579,3.0,1,AI
79580,2.0,3,AI
79581,2.0,1,Player
79582,1.0,1,Draw
79583,1.0,1,Draw
79584,1.0,3,Player
79585,1.0,1,Draw
79586,2.0,1,Player
79587,3.0,1,AI
79588,1.0,3,Player
79589,1.0,1,Draw
79590,3.0,2,Player
79591,2.0,1,Player
79592,,3,AI
79593,3.0,1,AI
79594,1.0,3,Player
79595,1.0,1,Draw
79596,2.0,3,AI
79597,3.0,2,Player
79598,1.0,2,AI
79599,3.0,3,Draw
79600,3.0,3,Draw
79601,1.0,1,Draw
79602,2.0,3,AI
79603,1.0,3,Player
79604,1.0,1,Draw
79605,3.0,1,AI
79606,3.0,3,Draw
79607,1.0,3,Player
79608,3.0,1,AI
79609,2.0,1,Player
79610,2.0,3,AI
79611,3.0,1,AI
79612,2.0,1,Player
79613,1.0,3,Player
79614,3.0,3,Draw
79615,2.0,3,AI
79616,3.0,3,Draw
79617,3.0,1,AI
79618,2.0,3,AI
79619,3.0,1,AI
79620,3.0,3,Draw
79621,2.0,3,AI
79622,1.0,1,Draw
79623,2.0,1,Player
79624,3.0,2,Player
79625,1.0,1,Draw
79626,1.0,2,AI
79627,2.0,2,Draw
79628,2.0,3,AI
79629,1.0,2,AI
79630,2.0,1,Player
79631,1.0,1,Draw
79632,3.0,1,AI
79633,2.0,3,AI
79634,2.0,2,Draw
79635,1.0,3,Player
79636,2.0,1,Player
79637,1.0,1,Draw
79638,3.0,3,Draw
79639,2.0,1,Player
79640,2.0,3,AI
79641,2.0,1,Player
79642,3.0,2,Player
79643,3.0,1,AI
79644,1.0,3,Player
79645,3.0,1,AI
79646,3.0,1,AI
79647,2.0,3,AI
79648,2.0,3,AI
79649,1.0,1,Draw
79650,2.0,2,Draw
79651,1.0,1,Draw
79652,1.0,1,Draw
79653,3.0,2,Player
79654,1.0,1,Draw
79655,3.0,1,AI
79656,1.0,3,Player
79657,3.0,1,AI
79658,3.0,3,Draw
79659,2.0,2,Draw
79660,2.0,3,AI
79661,2.0,1,Player
79662,1.0,3,Player
79663,2.0,1,Player
79664,3.0,3,Draw
79665,2.0,2,Draw
79666,2.0,2,Draw
79667,1.0,3,Player
79668,1.0,2,AI
79669,1.0,2,AI
79670,3.0,1,AI
79671,2.0,3,AI
79672,,1,AI
79673,2.0,3,AI
79674,1.0,1,Draw
79675,3.0,3,Draw
79676,1.0,1,Draw
79677,2.0,3,AI
79678,2.0,1,Player
79679,3.0,1,AI
79680,3.0,1,AI
79681,1.0,1,Draw
79682,3.0,3,Draw
79683,2.0,1,Player
79684,1.0,1,Draw
79685,3.0,3,Draw
79686,1.0,3,Player
79687,2.0,1,Player
79688,3.0,3,Draw
79689,3.0,1,AI
79690,1.0,3,Player
79691,1.0,1,Draw
79692,1.0,1,Draw
79693,2.0,2,Draw
79694,2.0,1,Player
79695,3.0,1,AI
79696,1.0,1,Draw
79697,3.0,3,Draw
79698,3.0,3,Draw
79699,3.0,3,Draw
79700,2.0,1,Player
79701,2.0,3,AI
79702,3.0,3,Draw
79703,2.0,2,Draw
79704,1.0,1,Draw
79705,2.0,2,Draw
79706,2.0,3,AI
79707,1.0,3,Player
79708,3.0,1,AI
79709,3.0,1,AI
79710,1.0,2,AI
79711,2.0,1,Player
79712,2.0,3,AI
79713,2.0,1,Player
79714,2.0,1,Player
79715,1.0,3,Player
79716,1.0,3,Player
79717,1.0,1,Draw
79718,1.0,1,Draw
79719,3.0,3,Draw
79720,3.0,1,AI
79721,2.0,2,Draw
79722,1.0,2,AI
79723,2.0,1,Player
79724,2.0,3,AI
79725,2.0,3,AI
79726,1.0,1,Draw
79727,1.0,2,AI
79728,2.0,1,Player
79729,3.0,3,Draw
79730,2.0,3,AI
79731,2.0,3,AI
79732,2.0,1,Player
79733,2.0,1,Player
79734,2.0,2,Draw
79735,3.0,3,Draw
79736,3.0,2,Player
79737,2.0,1,Player
79738,2.0,1,Player
79739,2.0,1,Player
79740,2.0,1,Player
79741,1.0,1,Draw
79742,1.0,1,Draw
79743,3.0,1,AI
79744,,1,AI
79745,1.0,3,Player
79746,2.0,1,Player
79747,3.0,1,AI
79748,1.0,1,Draw
79749,3.0,1,AI
79750,2.0,1,Player
79751,1.0,3,Player
79752,2.0,1,Player
79753,1.0,2,AI
79754,2.0,3,AI
79755,2.0,1,Player
79756,1.0,3,Player
79757,3.0,1,AI
79758,2.0,2,Draw
79759,2.0,3,AI
79760,2.0,1,Player
79761,2.0,2,Draw
79762,1.0,3,Player
79763,1.0,2,AI
79764,2.0,3,AI
79765,3.0,1,AI
79766,3.0,3,Draw
79767,3.0,3,Draw
79768,3.0,2,Player
79769,2.0,3,AI
79770,3.0,1,AI
79771,2.0,1,Player
79772,2.0,2,Draw
79773,2.0,2,Draw
79774,3.0,1,AI
79775,2.0,2,Draw
79776,3.0,1,AI
79777,3.0,3,Draw
79778,2.0,3,AI
79779,2.0,1,Player
79780,1.0,2,AI
79781,1.0,3,Player
79782,1.0,1,Draw
79783,3.0,3,Draw
79784,2.0,2,Draw
79785,3.0,3,Draw
79786,1.0,2,AI
79787,2.0,3,AI
79788,1.0,1,Draw
79789,1.0,1,Draw
79790,3.0,1,AI
79791,1.0,3,Player
79792,,1,AI
79793,3.0,3,Draw
79794,2.0,2,Draw
79795,2.0,2,Draw
79796,2.0,3,AI
79797,2.0,1,Player
79798,3.0,3,Draw
79799,1.0,1,Draw
79800,3.0,3,Draw
79801,2.0,1,Player
79802,1.0,1,Draw
79803,2.0,1,Player
79804,3.0,2,Player
79805,1.0,1,Draw
79806,1.0,1,Draw
79807,2.0,3,AI
79808,2.0,2,Draw
79809,1.0,3,Player
79810,1.0,3,Player
79811,2.0,1,Player
79812,3.0,2,Player
79813,3.0,3,Draw
79814,,3,AI
79815,3.0,1,AI
79816,,1,AI
79817,2.0,3,AI
79818,2.0,3,AI
79819,2.0,1,Player
79820,3.0,3,Draw
79821,3.0,3,Draw
79822,3.0,1,AI
79823,2.0,2,Draw
79824,2.0,3,AI
79825,2.0,2,Draw
79826,2.0,1,Player
79827,3.0,1,AI
79828,1.0,3,Player
79829,,2,AI
79830,3.0,3,Draw
79831,1.0,3,Player
79832,3.0,3,Draw
79833,2.0,3,AI
79834,1.0,1,Draw
79835,1.0,2,AI
79836,3.0,2,Player
79837,1.0,3,Player
79838,2.0,2,Draw
79839,1.0,2,AI
79840,2.0,1,Player
79841,2.0,3,AI
79842,1.0,3,Player
79843,1.0,2,AI
79844,1.0,3,Player
79845,3.0,3,Draw
79846,2.0,3,AI
79847,3.0,3,Draw
79848,2.0,3,AI
79849,1.0,1,Draw
79850,2.0,3,AI
79851,1.0,1,Draw
79852,2.0,2,Draw
79853,2.0,1,Player
79854,1.0,3,Player
79855,2.0,3,AI
79856,2.0,1,Player
79857,3.0,1,AI
79858,3.0,3,Draw
79859,1.0,1,Draw
79860,3.0,1,AI
79861,1.0,2,AI
79862,2.0,3,AI
79863,2.0,1,Player
79864,3.0,2,Player
79865,2.0,3,AI
79866,1.0,2,AI
79867,3.0,2,Player
79868,1.0,1,Draw
79869,3.0,3,Draw
79870,1.0,3,Player
79871,1.0,1,Draw
79872,3.0,3,Draw
79873,3.0,1,AI
79874,2.0,2,Draw
79875,2.0,1,Player
79876,2.0,3,AI
79877,3.0,1,AI
79878,1.0,1,Draw
79879,1.0,2,AI
79880,3.0,2,Player
79881,3.0,1,AI
79882,2.0,2,Draw
79883,2.0,1,Player
79884,2.0,1,Player
79885,2.0,3,AI
79886,2.0,3,AI
79887,1.0,3,Player
79888,1.0,1,Draw
79889,1.0,3,Player
79890,3.0,3,Draw
79891,2.0,2,Draw
79892,2.0,3,AI
79893,2.0,3,AI
79894,2.0,2,Draw
79895,2.0,1,Player
79896,2.0,3,AI
79897,2.0,1,Player
79898,2.0,2,Draw
79899,3.0,1,AI
79900,2.0,1,Player
79901,1.0,3,Player
79902,3.0,1,AI
79903,1.0,2,AI
79904,3.0,1,AI
79905,3.0,3,Draw
79906,3.0,2,Player
79907,2.0,1,Player
79908,3.0,3,Draw
79909,1.0,3,Player
79910,2.0,3,AI
79911,2.0,1,Player
79912,1.0,3,Player
79913,2.0,3,AI
79914,2.0,3,AI
79915,1.0,3,Player
79916,2.0,1,Player
79917,1.0,1,Draw
79918,3.0,1,AI
79919,2.0,1,Player
79920,2.0,3,AI
79921,3.0,2,Player
79922,2.0,3,AI
79923,1.0,3,Player
79924,3.0,2,Player
79925,2.0,2,Draw
79926,2.0,1,Player
79927,2.0,3,AI
79928,3.0,1,AI
79929,1.0,2,AI
79930,2.0,3,AI
79931,3.0,3,Draw
79932,1.0,3,Player
79933,2.0,1,Player
79934,2.0,3,AI
79935,2.0,3,AI
79936,2.0,1,Player
79937,2.0,3,AI
79938,2.0,1,Player
79939,,3,AI
79940,1.0,3,Player
79941,3.0,3,Draw
79942,3.0,3,Draw
79943,1.0,1,Draw
79944,2.0,1,Player
79945,3.0,1,AI
79946,1.0,3,Player
79947,1.0,3,Player
79948,2.0,2,Draw
79949,1.0,1,Draw
79950,2.0,1,Player
79951,2.0,2,Draw
79952,2.0,3,AI
79953,2.0,3,AI
79954,2.0,3,AI
79955,3.0,3,Draw
79956,3.0,1,AI
79957,2.0,2,Draw
79958,3.0,1,AI
79959,2.0,3,AI
79960,1.0,2,AI
79961,2.0,3,AI
79962,3.0,3,Draw
79963,3.0,2,Player
79964,1.0,1,Draw
79965,3.0,3,Draw
79966,2.0,1,Player
79967,1.0,1,Draw
79968,1.0,3,Player
79969,2.0,1,Player
79970,3.0,3,Draw
79971,1.0,1,Draw
79972,3.0,3,Draw
79973,1.0,1,Draw
79974,1.0,3,Player
79975,1.0,3,Player
79976,1.0,3,Player
79977,3.0,2,Player
79978,1.0,3,Player
79979,1.0,3,Player
79980,1.0,2,AI
79981,3.0,2,Player
79982,2.0,1,Player
79983,1.0,1,Draw
79984,2.0,1,Player
79985,1.0,1,Draw
79986,2.0,2,Draw
79987,2.0,3,AI
79988,2.0,3,AI
79989,1.0,3,Player
79990,3.0,2,Player
79991,1.0,2,AI
79992,3.0,2,Player
79993,1.0,3,Player
79994,3.0,3,Draw
79995,1.0,3,Player
79996,2.0,3,AI
79997,2.0,3,AI
79998,3.0,1,AI
79999,2.0,3,AI
80000,1.0,3,Player
80001,3.0,3,Draw
80002,2.0,2,Draw
80003,2.0,3,AI
80004,3.0,2,Player
80005,2.0,1,Player
80006,1.0,1,Draw
80007,2.0,1,Player
80008,3.0,1,AI
80009,2.0,2,Draw
80010,2.0,3,AI
80011,3.0,1,AI
80012,1.0,1,Draw
80013,3.0,3,Draw
80014,3.0,2,Player
80015,2.0,3,AI
80016,3.0,1,AI
80017,2.0,1,Player
80018,1.0,3,Player
80019,2.0,1,Player
80020,2.0,1,Player
80021,1.0,1,Draw
80022,3.0,1,AI
80023,,3,AI
80024,3.0,3,Draw
80025,3.0,1,AI
80026,2.0,3,AI
80027,3.0,3,Draw
80028,2.0,3,AI
80029,2.0,2,Draw
80030,1.0,1,Draw
80031,2.0,3,AI
80032,1.0,1,Draw
80033,3.0,2,Player
80034,2.0,3,AI
80035,3.0,3,Draw
80036,3.0,3,Draw
80037,2.0,3,AI
80038,2.0,3,AI
80039,3.0,1,AI
80040,3.0,1,AI
80041,2.0,3,AI
80042,3.0,3,Draw
80043,1.0,1,Draw
80044,1.0,3,Player
80045,2.0,1,Player
80046,2.0,1,Player
80047,2.0,3,AI
80048,3.0,3,Draw
80049,2.0,2,Draw
80050,2.0,2,Draw
80051,1.0,1,Draw
80052,3.0,3,Draw
80053,1.0,3,Player
80054,1.0,2,AI
80055,3.0,3,Draw
80056,2.0,2,Draw
80057,1.0,3,Player
80058,1.0,2,AI
80059,3.0,3,Draw
80060,2.0,1,Player
80061,2.0,3,AI
80062,1.0,3,Player
80063,1.0,3,Player
80064,2.0,3,AI
80065,2.0,2,Draw
80066,1.0,2,AI
80067,2.0,3,AI
80068,3.0,1,AI
80069,,2,AI
80070,,1,AI
80071,3.0,2,Player
80072,1.0,1,Draw
80073,3.0,3,Draw
80074,2.0,1,Player
80075,2.0,2,Draw
80076,2.0,1,Player
80077,1.0,1,Draw
80078,3.0,2,Player
80079,3.0,1,AI
80080,2.0,1,Player
80081,1.0,2,AI
80082,1.0,1,Draw
80083,2.0,1,Player
80084,2.0,3,AI
80085,1.0,2,AI
80086,3.0,2,Player
80087,2.0,3,AI
80088,3.0,3,Draw
80089,3.0,3,Draw
80090,3.0,2,Player
80091,2.0,1,Player
80092,2.0,3,AI
80093,3.0,3,Draw
80094,3.0,1,AI
80095,1.0,3,Player
80096,2.0,1,Player
80097,2.0,3,AI
80098,2.0,3,AI
80099,3.0,1,AI
80100,3.0,1,AI
80101,2.0,3,AI
80102,1.0,3,Player
80103,3.0,3,Draw
80104,2.0,3,AI
80105,2.0,1,Player
80106,2.0,1,Player
80107,3.0,1,AI
80108,3.0,3,Draw
80109,1.0,1,Draw
80110,2.0,1,Player
80111,1.0,3,Player
80112,3.0,3,Draw
80113,,1,AI
80114,2.0,3,AI
80115,2.0,1,Player
80116,2.0,1,Player
80117,3.0,1,AI
80118,2.0,2,Draw
80119,3.0,3,Draw
80120,2.0,1,Player
80121,1.0,2,AI
80122,2.0,3,AI
80123,2.0,1,Player
80124,1.0,2,AI
80125,2.0,2,Draw
80126,2.0,3,AI
80127,1.0,1,Draw
80128,2.0,2,Draw
80129,1.0,3,Player
80130,2.0,1,Player
80131,2.0,3,AI
80132,1.0,2,AI
80133,2.0,3,AI
80134,3.0,3,Draw
80135,2.0,1,Player
80136,3.0,1,AI
80137,2.0,3,AI
80138,3.0,3,Draw
80139,2.0,1,Player
80140,1.0,1,Draw
80141,2.0,1,Player
80142,2.0,3,AI
80143,2.0,1,Player
80144,2.0,3,AI
80145,1.0,1,Draw
80146,3.0,1,AI
80147,2.0,3,AI
80148,2.0,2,Draw
80149,2.0,1,Player
80150,2.0,3,AI
80151,2.0,1,Player
80152,1.0,3,Player
80153,1.0,1,Draw
80154,2.0,1,Player
80155,2.0,1,Player
80156,2.0,1,Player
80157,2.0,2,Draw
80158,2.0,3,AI
80159,2.0,3,AI
80160,2.0,2,Draw
80161,3.0,2,Player
80162,1.0,1,Draw
80163,1.0,3,Player
80164,3.0,1,AI
80165,3.0,3,Draw
80166,1.0,3,Player
80167,1.0,1,Draw
80168,3.0,1,AI
80169,2.0,1,Player
80170,3.0,3,Draw
80171,3.0,2,Player
80172,3.0,2,Player
80173,3.0,1,AI
80174,3.0,3,Draw
80175,2.0,2,Draw
80176,3.0,2,Player
80177,,3,AI
80178,1.0,1,Draw
80179,3.0,1,AI
80180,3.0,2,Player
80181,1.0,2,AI
80182,2.0,3,AI
80183,2.0,1,Player
80184,3.0,3,Draw
80185,1.0,3,Player
80186,2.0,3,AI
80187,2.0,1,Player
80188,2.0,1,Player
80189,3.0,1,AI
80190,1.0,2,AI
80191,1.0,3,Player
80192,2.0,3,AI
80193,1.0,1,Draw
80194,3.0,2,Player
80195,1.0,1,Draw
80196,3.0,3,Draw
80197,1.0,3,Player
80198,1.0,1,Draw
80199,1.0,1,Draw
80200,1.0,3,Player
80201,3.0,3,Draw
80202,2.0,1,Player
80203,2.0,3,AI
80204,1.0,3,Player
80205,1.0,2,AI
80206,2.0,2,Draw
80207,1.0,2,AI
80208,1.0,1,Draw
80209,3.0,3,Draw
80210,2.0,3,AI
80211,2.0,1,Player
80212,1.0,3,Player
80213,2.0,1,Player
80214,2.0,1,Player
80215,1.0,3,Player
80216,1.0,3,Player
80217,2.0,1,Player
80218,1.0,3,Player
80219,1.0,3,Player
80220,2.0,1,Player
80221,2.0,1,Player
80222,1.0,3,Player
80223,3.0,3,Draw
80224,2.0,1,Player
80225,2.0,1,Player
80226,3.0,3,Draw
80227,2.0,3,AI
80228,1.0,3,Player
80229,3.0,3,Draw
80230,1.0,3,Player
80231,,3,AI
80232,2.0,1,Player
80233,1.0,3,Player
80234,2.0,2,Draw
80235,3.0,3,Draw
80236,2.0,1,Player
80237,1.0,3,Player
80238,2.0,1,Player
80239,2.0,3,AI
80240,1.0,3,Player
80241,1.0,3,Player
80242,3.0,2,Player
80243,3.0,1,AI
80244,,3,AI
80245,1.0,1,Draw
80246,3.0,1,AI
80247,3.0,3,Draw
80248,2.0,3,AI
80249,3.0,1,AI
80250,1.0,3,Player
80251,2.0,2,Draw
80252,3.0,2,Player
80253,3.0,1,AI
80254,2.0,2,Draw
80255,2.0,1,Player
80256,2.0,1,Player
80257,1.0,1,Draw
80258,2.0,2,Draw
80259,1.0,3,Player
80260,,1,AI
80261,2.0,2,Draw
80262,3.0,1,AI
80263,2.0,1,Player
80264,1.0,3,Player
80265,3.0,3,Draw
80266,1.0,2,AI
80267,2.0,3,AI
80268,1.0,1,Draw
80269,3.0,1,AI
80270,1.0,2,AI
80271,1.0,3,Player
80272,1.0,2,AI
80273,2.0,3,AI
80274,1.0,1,Draw
80275,2.0,1,Player
80276,1.0,1,Draw
80277,3.0,1,AI
80278,3.0,1,AI
80279,3.0,3,Draw
80280,2.0,1,Player
80281,2.0,3,AI
80282,3.0,3,Draw
80283,2.0,3,AI
80284,2.0,3,AI
80285,3.0,1,AI
80286,1.0,3,Player
80287,3.0,3,Draw
80288,2.0,1,Player
80289,3.0,2,Player
80290,3.0,1,AI
80291,2.0,1,Player
80292,3.0,1,AI
80293,2.0,2,Draw
80294,1.0,1,Draw
80295,3.0,1,AI
80296,3.0,1,AI
80297,1.0,1,Draw
80298,2.0,3,AI
80299,1.0,3,Player
80300,2.0,1,Player
80301,,3,AI
80302,3.0,3,Draw
80303,2.0,3,AI
80304,3.0,3,Draw
80305,2.0,2,Draw
80306,,3,AI
80307,,1,AI
80308,2.0,2,Draw
80309,3.0,2,Player
80310,3.0,2,Player
80311,3.0,2,Player
80312,2.0,1,Player
80313,2.0,1,Player
80314,1.0,2,AI
80315,1.0,3,Player
80316,1.0,2,AI
80317,1.0,1,Draw
80318,2.0,1,Player
80319,3.0,3,Draw
80320,1.0,1,Draw
80321,1.0,3,Player
80322,1.0,3,Player
80323,3.0,3,Draw
80324,3.0,1,AI
80325,3.0,1,AI
80326,3.0,1,AI
80327,2.0,1,Player
80328,3.0,1,AI
80329,3.0,1,AI
80330,2.0,2,Draw
80331,3.0,3,Draw
80332,2.0,3,AI
80333,2.0,2,Draw
80334,1.0,3,Player
80335,3.0,3,Draw
80336,2.0,3,AI
80337,2.0,3,AI
80338,3.0,2,Player
80339,2.0,1,Player
80340,1.0,1,Draw
80341,3.0,2,Player
80342,3.0,3,Draw
80343,1.0,3,Player
80344,1.0,1,Draw
80345,3.0,1,AI
80346,3.0,3,Draw
80347,2.0,2,Draw
80348,2.0,3,AI
80349,3.0,2,Player
80350,2.0,1,Player
80351,1.0,1,Draw
80352,2.0,3,AI
80353,2.0,3,AI
80354,3.0,3,Draw
80355,2.0,1,Player
80356,2.0,3,AI
80357,3.0,3,Draw
80358,3.0,2,Player
80359,3.0,1,AI
80360,2.0,2,Draw
80361,1.0,2,AI
80362,2.0,1,Player
80363,2.0,1,Player
80364,2.0,2,Draw
80365,2.0,3,AI
80366,1.0,1,Draw
80367,2.0,3,AI
80368,2.0,3,AI
80369,1.0,3,Player
80370,2.0,1,Player
80371,2.0,1,Player
80372,2.0,3,AI
80373,3.0,1,AI
80374,3.0,3,Draw
80375,2.0,2,Draw
80376,2.0,1,Player
80377,2.0,2,Draw
80378,2.0,3,AI
80379,3.0,3,Draw
80380,3.0,3,Draw
80381,2.0,2,Draw
80382,3.0,1,AI
80383,3.0,1,AI
80384,,1,AI
80385,3.0,3,Draw
80386,2.0,3,AI
80387,1.0,3,Player
80388,2.0,1,Player
80389,,1,AI
80390,2.0,3,AI
80391,2.0,1,Player
80392,1.0,2,AI
80393,2.0,3,AI
80394,2.0,3,AI
80395,3.0,1,AI
80396,2.0,1,Player
80397,2.0,1,Player
80398,2.0,3,AI
80399,2.0,1,Player
80400,2.0,3,AI
80401,1.0,1,Draw
80402,2.0,2,Draw
80403,3.0,2,Player
80404,3.0,1,AI
80405,1.0,3,Player
80406,1.0,1,Draw
80407,2.0,3,AI
80408,3.0,3,Draw
80409,2.0,1,Player
80410,1.0,1,Draw
80411,3.0,3,Draw
80412,3.0,1,AI
80413,2.0,3,AI
80414,2.0,2,Draw
80415,2.0,3,AI
80416,3.0,3,Draw
80417,2.0,1,Player
80418,1.0,2,AI
80419,2.0,1,Player
80420,1.0,3,Player
80421,1.0,3,Player
80422,2.0,1,Player
80423,1.0,1,Draw
80424,2.0,2,Draw
80425,2.0,1,Player
80426,3.0,2,Player
80427,2.0,2,Draw
80428,2.0,3,AI
80429,1.0,1,Draw
80430,2.0,2,Draw
80431,2.0,3,AI
80432,2.0,3,AI
80433,1.0,3,Player
80434,1.0,1,Draw
80435,2.0,2,Draw
80436,2.0,3,AI
80437,3.0,1,AI
80438,3.0,1,AI
80439,2.0,2,Draw
80440,3.0,3,Draw
80441,2.0,1,Player
80442,1.0,1,Draw
80443,2.0,3,AI
80444,2.0,3,AI
80445,2.0,1,Player
80446,2.0,1,Player
80447,3.0,3,Draw
80448,3.0,2,Player
80449,1.0,1,Draw
80450,,2,AI
80451,3.0,1,AI
80452,2.0,3,AI
80453,3.0,3,Draw
80454,3.0,3,Draw
80455,1.0,3,Player
80456,2.0,1,Player
80457,,3,AI
80458,1.0,1,Draw
80459,2.0,1,Player
80460,2.0,2,Draw
80461,2.0,2,Draw
80462,1.0,1,Draw
80463,3.0,1,AI
80464,3.0,1,AI
80465,1.0,2,AI
80466,3.0,3,Draw
80467,2.0,3,AI
80468,3.0,3,Draw
80469,3.0,3,Draw
80470,2.0,2,Draw
80471,2.0,3,AI
80472,1.0,2,AI
80473,2.0,2,Draw
80474,2.0,2,Draw
80475,1.0,3,Player
80476,3.0,1,AI
80477,2.0,1,Player
80478,3.0,1,AI
80479,2.0,1,Player
80480,2.0,1,Player
80481,3.0,1,AI
80482,3.0,1,AI
80483,3.0,1,AI
80484,1.0,1,Draw
80485,2.0,2,Draw
80486,3.0,1,AI
80487,1.0,3,Player
80488,3.0,1,AI
80489,1.0,3,Player
80490,2.0,3,AI
80491,1.0,3,Player
80492,1.0,3,Player
80493,2.0,2,Draw
80494,2.0,2,Draw
80495,1.0,1,Draw
80496,,3,AI
80497,2.0,2,Draw
80498,1.0,1,Draw
80499,2.0,2,Draw
80500,2.0,3,AI
80501,3.0,1,AI
80502,2.0,1,Player
80503,1.0,2,AI
80504,2.0,3,AI
80505,2.0,1,Player
80506,2.0,2,Draw
80507,3.0,1,AI
80508,1.0,1,Draw
80509,3.0,3,Draw
80510,2.0,2,Draw
80511,2.0,3,AI
80512,2.0,1,Player
80513,1.0,1,Draw
80514,2.0,1,Player
80515,3.0,2,Player
80516,2.0,3,AI
80517,3.0,1,AI
80518,2.0,2,Draw
80519,3.0,1,AI
80520,2.0,1,Player
80521,3.0,3,Draw
80522,2.0,3,AI
80523,3.0,2,Player
80524,1.0,3,Player
80525,2.0,1,Player
80526,3.0,1,AI
80527,3.0,3,Draw
80528,2.0,1,Player
80529,2.0,1,Player
80530,3.0,3,Draw
80531,1.0,2,AI
80532,3.0,1,AI
80533,3.0,1,AI
80534,2.0,3,AI
80535,1.0,3,Player
80536,3.0,3,Draw
80537,2.0,1,Player
80538,1.0,1,Draw
80539,2.0,3,AI
80540,3.0,1,AI
80541,3.0,1,AI
80542,2.0,1,Player
80543,2.0,1,Player
80544,3.0,2,Player
80545,1.0,1,Draw
80546,2.0,3,AI
80547,1.0,1,Draw
80548,2.0,1,Player
80549,3.0,3,Draw
80550,2.0,2,Draw
80551,1.0,3,Player
80552,3.0,1,AI
80553,3.0,3,Draw
80554,3.0,3,Draw
80555,2.0,3,AI
80556,2.0,3,AI
80557,1.0,3,Player
80558,2.0,3,AI
80559,2.0,3,AI
80560,2.0,3,AI
80561,2.0,2,Draw
80562,2.0,1,Player
80563,2.0,3,AI
80564,2.0,1,Player
80565,2.0,1,Player
80566,1.0,3,Player
80567,3.0,1,AI
80568,2.0,1,Player
80569,2.0,2,Draw
80570,3.0,3,Draw
80571,2.0,1,Player
80572,2.0,1,Player
80573,1.0,3,Player
80574,2.0,1,Player
80575,2.0,1,Player
80576,2.0,1,Player
80577,3.0,1,AI
80578,2.0,3,AI
80579,,1,AI
80580,1.0,3,Player
80581,2.0,1,Player
80582,3.0,3,Draw
80583,2.0,3,AI
80584,3.0,1,AI
80585,3.0,3,Draw
80586,3.0,1,AI
80587,2.0,3,AI
80588,2.0,1,Player
80589,3.0,3,Draw
80590,1.0,1,Draw
80591,3.0,2,Player
80592,2.0,1,Player
80593,2.0,2,Draw
80594,3.0,3,Draw
80595,3.0,3,Draw
80596,3.0,1,AI
80597,3.0,1,AI
80598,1.0,3,Player
80599,3.0,1,AI
80600,2.0,1,Player
80601,1.0,3,Player
80602,2.0,1,Player
80603,2.0,3,AI
80604,3.0,1,AI
80605,3.0,3,Draw
80606,2.0,1,Player
80607,3.0,1,AI
80608,3.0,3,Draw
80609,3.0,2,Player
80610,3.0,2,Player
80611,3.0,1,AI
80612,1.0,1,Draw
80613,2.0,1,Player
80614,1.0,1,Draw
80615,3.0,1,AI
80616,2.0,1,Player
80617,1.0,1,Draw
80618,1.0,3,Player
80619,3.0,1,AI
80620,1.0,1,Draw
80621,1.0,3,Player
80622,3.0,3,Draw
80623,3.0,1,AI
80624,1.0,1,Draw
80625,1.0,3,Player
80626,2.0,3,AI
80627,2.0,3,AI
80628,3.0,3,Draw
80629,1.0,1,Draw
80630,3.0,1,AI
80631,3.0,1,AI
80632,1.0,1,Draw
80633,3.0,3,Draw
80634,2.0,3,AI
80635,1.0,3,Player
80636,3.0,1,AI
80637,2.0,3,AI
80638,3.0,1,AI
80639,3.0,3,Draw
80640,2.0,2,Draw
80641,2.0,3,AI
80642,2.0,2,Draw
80643,3.0,1,AI
80644,3.0,3,Draw
80645,2.0,3,AI
80646,1.0,1,Draw
80647,3.0,2,Player
80648,1.0,3,Player
80649,1.0,1,Draw
80650,1.0,1,Draw
80651,2.0,2,Draw
80652,,1,AI
80653,2.0,1,Player
80654,2.0,1,Player
80655,1.0,1,Draw
80656,3.0,3,Draw
80657,1.0,1,Draw
80658,2.0,3,AI
80659,2.0,3,AI
80660,2.0,3,AI
80661,3.0,3,Draw
80662,3.0,1,AI
80663,3.0,3,Draw
80664,1.0,3,Player
80665,3.0,1,AI
80666,2.0,3,AI
80667,2.0,3,AI
80668,3.0,1,AI
80669,3.0,1,AI
80670,2.0,1,Player
80671,3.0,3,Draw
80672,1.0,3,Player
80673,1.0,1,Draw
80674,1.0,1,Draw
80675,2.0,1,Player
80676,3.0,3,Draw
80677,2.0,3,AI
80678,2.0,3,AI
80679,3.0,3,Draw
80680,2.0,2,Draw
80681,2.0,1,Player
80682,1.0,2,AI
80683,2.0,1,Player
80684,1.0,1,Draw
80685,3.0,2,Player
80686,3.0,3,Draw
80687,3.0,1,AI
80688,2.0,2,Draw
80689,2.0,3,AI
80690,2.0,1,Player
80691,1.0,3,Player
80692,2.0,3,AI
80693,1.0,3,Player
80694,3.0,1,AI
80695,3.0,2,Player
80696,3.0,3,Draw
80697,1.0,3,Player
80698,2.0,1,Player
80699,2.0,3,AI
80700,1.0,1,Draw
80701,2.0,1,Player
